Customer ID,Month period,CC,HL,MF,PL,RD,SA
CUST1000000,2026-06,0.36130096028007924,0.26952405925163375,0.0,0.24557045894584234,0.22823233234737803,0.0
CUST1000001,2026-06,0.4768352880411771,0.39213810798065774,0.30854256041837197,0.2983950678919687,0.2218110726566986,0.0
CUST1000002,2026-06,0.0,0.11117185895534898,0.2848486803843129,0.0,0.34658279602112313,0.0
CUST1000003,2026-06,0.0,0.3093269043015783,0.0,0.0,0.24596835019479596,0.0
CUST1000004,2026-06,0.2271370962935141,0.0979876815117359,0.2154948505977751,0.3090788836220555,0.15769208788512498,0.0
CUST1000005,2026-06,0.4044428947715317,0.07333520305697952,0.14052106584304824,0.0,0.0,0.0
CUST1000006,2026-06,0.30971893436791237,0.25611424606315825,0.3495027631465911,0.19422281228544191,0.24790066556565016,0.0
CUST1000007,2026-06,0.3690331180918793,0.20206663899647015,0.13975191711763477,0.27803749780109605,0.29929786445188244,0.0
CUST1000008,2026-06,0.29594896306586405,0.047743081894603634,0.13465747039681825,0.10673854063093194,0.11389057004667896,0.6328249847238163
CUST1000009,2026-06,0.0,0.10925205063460562,0.165154022332638,0.32679551776923377,0.23111928017589928,0.0
CUST1000010,2026-06,0.47037786497790357,0.15418458785986278,0.0,0.2536892154202495,0.268823005685728,0.0
CUST1000011,2026-06,0.0,0.0,0.2924873991122919,0.1997554541915496,0.2552401184506454,0.0
CUST1000012,2026-06,0.1993995088960844,0.19450804358444806,0.0,0.18814157117559552,0.217932745386126,0.0
CUST1000013,2026-06,0.33186085717130454,0.1922412267255081,0.36642723046913334,0.12340203912716328,0.3879187545517916,0.0
CUST1000014,2026-06,0.0,0.16429713308478938,0.14592138571516694,0.35390376829319237,0.30631308421848846,0.0
CUST1000015,2026-06,0.3853497545213622,0.270860339739584,0.32135632111698753,0.24049334714404094,0.2106480372522136,0.0
CUST1000016,2026-06,0.0,0.1455983104634985,0.1760059757438092,0.13732759915525194,0.2589931122845668,0.6712430438665578
CUST1000017,2026-06,0.4289805976808621,0.2558125245192251,0.0,0.0,0.23928979517603266,0.0
CUST1000018,2026-06,0.35523927109974424,0.25757621385008855,0.3108671365335432,0.2461846773558922,0.27303479539641945,0.5987360028049767
CUST1000019,2026-06,0.3597656633607183,0.27560577510965883,0.2248258881179689,0.3138333238480264,0.27247967409202156,0.0
CUST1000020,2026-06,0.44382340780539176,0.0,0.30071236405358615,0.3237487525478688,0.0,0.0
CUST1000021,2026-06,0.22703042962684747,0.1703210148450692,0.2158309459439726,0.29842629943741683,0.21432702545606708,0.0
CUST1000022,2026-06,0.28612971206281446,0.16794972398652572,0.1435333174256551,0.2618971115909314,0.23578600092860327,0.0
CUST1000023,2026-06,0.37374410082382337,0.21005458437433075,0.35793207113362135,0.0,0.22914540786445672,0.0
CUST1000024,2026-06,0.3366653217948384,0.03554768151173589,0.18159970871355263,0.08387537246049662,0.17615208788512499,0.0
CUST1000025,2026-06,0.0,0.231516934606543,0.3042556069703669,0.3092766692147019,0.2342567944582474,0.0
CUST1000026,2026-06,0.34927138200779984,0.2600133957974502,0.37841865904056193,0.24184965817478238,0.30781208788512504,0.0
CUST1000027,2026-06,0.21401977119305912,0.18144165785670396,0.14705566120410912,0.17373388190238026,0.0,0.0
CUST1000028,2026-06,0.0,0.30521416690253567,0.32616498211528394,0.23481667433222686,0.0,0.0
CUST1000029,2026-06,0.0,0.16568535342857965,0.0,0.0,0.21181580938063022,0.0
CUST1000030,2026-06,0.28253939658893273,0.2052550518102598,0.207560026292182,0.0,0.368095702453388,0.0
CUST1000031,2026-06,0.0,0.0,0.49816082113717447,0.32458074830919664,0.22758158903888068,0.0
CUST1000032,2026-06,0.423270537084399,0.26749641353531384,0.23932008215867823,0.0,0.22436188668109389,0.5926348041696043
CUST1000033,2026-06,0.379494884454036,0.25416923490979415,0.3044544326774035,0.19995478993622479,0.28469674807929973,0.0
CUST1000034,2026-06,0.25415855970814827,0.20557792541417494,0.25416332803010905,0.19598025050927712,0.27706672203146643,0.0
CUST1000035,2026-06,0.48158494300858207,0.16483032302116987,0.2779922784777571,0.31658403685701575,0.24166567279078535,0.0
CUST1000036,2026-06,0.3146037899935529,0.20999856147895454,0.0,0.2100834070065085,0.0,0.0
CUST1000037,2026-06,0.21742582265356036,0.15704686681042967,0.1738473422102589,0.1760133612746826,0.0,0.0
CUST1000038,2026-06,0.40565159085945496,0.2933408953284771,0.30680193635148634,0.2010506665781437,0.2558514996498309,0.0
CUST1000039,2026-06,0.36901959315456107,0.3290911007154829,0.3881903686424355,0.28115865821997266,0.30069021434882526,0.0
CUST1000040,2026-06,0.0,0.16747801533029263,0.0,0.3324978511114012,0.3313173809833342,0.0
CUST1000041,2026-06,0.0,0.1486930422410862,0.37215437368926496,0.2726549921183315,0.17690794536828727,0.0
CUST1000042,2026-06,0.0,0.17109880626429705,0.4049021001386795,0.33221583318531545,0.2378511940230472,0.0
CUST1000043,2026-06,0.1906948740712919,0.17871657040062477,0.21807167491357787,0.23744648357160775,0.20929653232956943,0.0
CUST1000044,2026-06,0.0,0.23223434798285247,0.253780103128617,0.25247973126143847,0.3007532731045004,0.0
CUST1000045,2026-06,0.0,0.19753603946587808,0.13461790745429736,0.35024311422748966,0.315227671068083,0.0
CUST1000046,2026-06,0.3670897553395494,0.07698298017075356,0.25440128103881987,0.15840016289411576,0.0,0.0
CUST1000047,2026-06,0.0,0.2630380153302926,0.0,0.24554970884882082,0.321238871713565,0.0
CUST1000048,2026-06,0.218196544948959,0.19069580010802517,0.0,0.22363316484326054,0.27607870435655857,0.0
CUST1000049,2026-06,0.2951904296268475,0.08748768151173589,0.3794893946764735,0.29552203912716324,0.4105987545517916,0.0
CUST1000050,2026-06,0.0,0.1269259266165139,0.1058084871644423,0.20091137509705487,0.3546973826935415,0.0
CUST1000051,2026-06,0.45381849930143436,0.062222980170753554,0.20245487327182957,0.2918676257287146,0.0,0.0
CUST1000052,2026-06,0.3088531180918792,0.24614206843271683,0.16343191711763477,0.29147749780109605,0.2836978644518825,0.0
CUST1000053,2026-06,0.0,0.06789205063460563,0.164154022332638,0.34060322870377785,0.20634383560533553,0.0
CUST1000054,2026-06,0.0,0.04781230104457832,0.0,0.07285542313453511,0.274378871713565,0.0
CUST1000055,2026-06,0.4023531862930867,0.2817333093854465,0.0,0.0,0.2935530570586049,0.0
CUST1000056,2026-06,0.0,0.22203046401830773,0.4106047616742462,0.2782084339205843,0.30749095149904326,0.0
CUST1000057,2026-06,0.40922304040674234,0.03554768151173589,0.18676082270214311,0.3359046892489358,0.16833519468124147,0.0
CUST1000058,2026-06,0.0,0.22683348916339025,0.0,0.3355241360058222,0.2978681786442581,0.0
CUST1000059,2026-06,0.0,0.18315700498148552,0.2779530263674081,0.28396194015004544,0.0,0.0
CUST1000060,2026-06,0.43248210778737445,0.04793160518069545,0.0,0.3714063423867202,0.18711455502626503,0.0
CUST1000061,2026-06,0.34996415511704354,0.2907650875343038,0.29736193635148633,0.24397066657814365,0.26569149964983085,0.0
CUST1000062,2026-06,0.41110030484966387,0.26911046226039903,0.33429129464025636,0.3148080997332239,0.23690342478352072,0.0
CUST1000063,2026-06,0.264587912704652,0.20699938329045772,0.13940833986234924,0.1666257091126032,0.0,0.0
CUST1000064,2026-06,0.39334923464561283,0.23134695464426788,0.3136316092884228,0.0,0.2757941235060196,0.0
CUST1000065,2026-06,0.44174268452880827,0.10341360503892197,0.5172389574505049,0.17036253566630108,0.204464379510061,0.0
CUST1000066,2026-06,0.0,0.24102939460075637,0.43696799696836386,0.26738666921470194,0.2399188532817768,0.0
CUST1000067,2026-06,0.0,0.2628670997252221,0.33059673277847734,0.29581190141284436,0.2514847511145941,0.0
CUST1000068,2026-06,0.3862241551170435,0.21404944621761823,0.32412193635148634,0.21005066657814367,0.34041149964983086,0.0
CUST1000069,2026-06,0.35858158552539854,0.3421475937617206,0.0,0.1840511886891005,0.0,0.0
CUST1000070,2026-06,0.0,0.21555406575046065,0.0,0.3087107172521822,0.2140382834782709,0.0
CUST1000071,2026-06,0.0,0.2815576699006607,0.39436807049777567,0.2151301250970549,0.2766311326935415,0.0
CUST1000072,2026-06,0.4658076670928624,0.0,0.29175135494369037,0.2577518001128255,0.3409236350482755,0.0
CUST1000073,2026-06,0.0,0.20371801533029263,0.0,0.2756297088488208,0.28670170183085597,0.0
CUST1000074,2026-06,0.0,0.07922519171761057,0.17517015351257662,0.26680662581162945,0.0,0.0
CUST1000075,2026-06,0.29689311809187924,0.20762206843271683,0.22623191711763477,0.3371574978010961,0.31397786445188247,0.0
CUST1000076,2026-06,0.0,0.30276113208556127,0.350693841931849,0.2749959822276463,0.0,0.0
CUST1000077,2026-06,0.4122996185213243,0.20453687945629798,0.4363603615317478,0.0,0.29951057311471796,0.0
CUST1000078,2026-06,0.5208343839670087,0.24563882454973437,0.0,0.35596285009031525,0.40213241556347773,0.0
CUST1000079,2026-06,0.0,0.1140462018840098,0.26686064534050813,0.0,0.20342432832810736,0.0
CUST1000080,2026-06,0.40978057455438366,0.09531550759869241,0.3645862286431451,0.22924882752638023,0.2531485786976075,0.0
CUST1000081,2026-06,0.0,0.1190144632067405,0.0,0.2329762250488217,0.16717508792978122,0.0
CUST1000082,2026-06,0.22103855970814829,0.10729792541417492,0.251603328030109,0.2032983057495344,0.282253600578572,0.0
CUST1000083,2026-06,0.0,0.18131229495152482,0.2697201223845681,0.2295613750970549,0.18835096759920186,0.0
CUST1000084,2026-06,0.3191995729908017,0.15693156815141202,0.2504895004941479,0.33143912702721545,0.3498752724640525,0.0
CUST1000085,2026-06,0.3581757169831693,0.09588216427035659,0.13984240288292651,0.21310226901222076,0.23355967409202152,0.0
CUST1000086,2026-06,0.36320377964318157,0.06868474087210558,0.216812411461886,0.0,0.0,0.0
CUST1000087,2026-06,0.4604864488507844,0.20805659616249864,0.2954544247689952,0.0,0.0,0.0
CUST1000088,2026-06,0.0,0.24165880626429703,0.32877569832256154,0.263092284187964,0.23738465542081424,0.0
CUST1000089,2026-06,0.0,0.2637218365673274,0.3151318204977756,0.1997413750970549,0.30505105654900877,0.0
CUST1000090,2026-06,0.28533778594868653,0.3295323585375816,0.3036568856415472,0.3110567517708414,0.26139967409202153,0.0
CUST1000091,2026-06,0.0,0.28265290298814655,0.0,0.0,0.0,0.0
CUST1000092,2026-06,0.19715950889608444,0.1652115093430557,0.0,0.19834157117559553,0.303572745386126,0.0
CUST1000093,2026-06,0.3856500787496545,0.2545596113362973,0.3168321427498351,0.37142589877628607,0.31851605108483827,0.0
CUST1000094,2026-06,0.0,0.27482668796555926,0.0,0.33141754847513455,0.2075646482803225,0.0
CUST1000095,2026-06,0.4803927673476186,0.1452304456085416,0.2590908662922761,0.13934993247936922,0.0,0.0
CUST1000096,2026-06,0.295915970100457,0.1739422403418291,0.21800596768732122,0.32104228823471526,0.0,0.0
CUST1000097,2026-06,0.3927441551170435,0.24132944621761826,0.2513219363514863,0.34965066657814364,0.2966914996498309,0.0
CUST1000098,2026-06,0.0,0.14753391659002882,0.34003689995294023,0.27831345417386155,0.16118904936020817,0.0
CUST1000099,2026-06,0.0,0.1647158999787585,0.29028204471302227,0.20691455895355715,0.3712134365052008,0.0
CUST1000100,2026-06,0.0,0.17985781141009463,0.29729347085221847,0.38711836336795924,0.24275096759920187,0.0
CUST1000101,2026-06,0.2579723429951691,0.17140075829972615,0.12704569862504644,0.18397343552582685,0.23202982362488828,0.6940046607450592
CUST1000102,2026-06,0.4211862370439893,0.0,0.0,0.0,0.24957086415800409,0.0
